id,created_at,favorites,retweets,retweeted,source,text
857878707595247616,2017-04-28 08:46:37,0,13,False,Twitter for Android,RT @sabena_siddiqi: #India's politics of #meat https://t.co/sVNpHmDLIF https://t.co/UsRmnTNwXR
857878505153081344,2017-04-28 08:45:48,0,1,False,Twitter for Android,RT @sabena_siddiqi: #China eyes global naval role after new aircraft carrier launch https://t.co/uF1ObZ6lwi https://t.co/vnMtTwQu56
857878445019320320,2017-04-28 08:45:34,0,65,False,Twitter for Android,"RT @DariusAryaDigs: Rome celebrated 2770 years of history April 21 - what an impact that history still has on art, architecture, engineerin…"
857878156618989569,2017-04-28 08:44:25,0,11,False,Twitter for Android,"RT @WorldMonuments: Al Sawaber Complex is on #ModernCentury. Learn more, post your own sites, and vote for your favorites! https://t.co/mBS…"
857877931615543296,2017-04-28 08:43:32,0,218,False,Twitter for Android,"RT @Pastpreservers: Join us tomorrow for, Public Archaeology Twitter Conference 2017 3.45pm GMT! Can we improve the image of archaeology on…"
857877821103976448,2017-04-28 08:43:05,0,26,False,Twitter for Android,"RT @DariusAryaDigs: Join us May 7-10 #SpainINRome livestreamed course with @SaveRome @antigua_roma in English, Spanish, Italian sign up-get…"
857877450071650304,2017-04-28 08:41:37,0,30,False,Twitter for Android,"RT @HistoryNeedsYou: 45th Sikhs at a Diwan in Iraq, #WW1 - wherever the #Sikh soldiers marched, the scriptures marched before them. @SinghL…"
857877304801988608,2017-04-28 08:41:02,0,57,False,Twitter for Android,"RT @HistoryNeedsYou: #Sikh officers in China c1900, after the Boxer uprising. @SinghLions #history https://t.co/p9J2tfM6iL"
857871863925669888,2017-04-28 08:19:25,0,9,False,Twitter for Android,RT @SputnikInt: #Belarus plans to focus on regional conflicts settlement during #CSTO presidency https://t.co/5U9mKoQQ02 https://t.co/Ea1wQ…
857871652419448833,2017-04-28 08:18:35,0,14,False,Twitter for Android,"RT @SputnikInt: New #F35 logistics system approved by #Pentagon, @USArmy, @USNavy; @USMC pending https://t.co/Cvglrmdnh8 https://t.co/ftR03…"
857871618646913024,2017-04-28 08:18:27,0,5,False,Twitter for Android,RT @SputnikInt: Horror stream: #Alabama man's suicide highlights #Facebook's big live problem https://t.co/e3YwjriaGf https://t.co/nm4FxG8s…
857871592923201536,2017-04-28 08:18:20,0,12,False,Twitter for Android,RT @SputnikInt: Just a 'whisper': Scientists hear baby #whales' sounds for the first time https://t.co/cSupWA0ebN https://t.co/o8gxb4RFqg
857871520173092864,2017-04-28 08:18:03,0,13,False,Twitter for Android,RT @SputnikInt: Shady #THAAD installation infuriates South Koreans https://t.co/c1MRPnbxFt https://t.co/EcEPkaVAlU
857871409934159873,2017-04-28 08:17:37,0,6,False,Twitter for Android,RT @SputnikInt: Poll: #Macron to win #FrenchElection with slightly over 60% of votes https://t.co/y057cJKzWx https://t.co/AjlNrSMjfR
857871305668009984,2017-04-28 08:17:12,0,19,False,Twitter for Android,RT @SputnikInt: #WhiteHouse says @BarackObama issued #Flynn's clearance knowing about 2015 #Russia trip https://t.co/rmbNAYBZRL https://t.c…
857871255822901248,2017-04-28 08:17:00,0,9,False,Twitter for Android,RT @SputnikInt: Major issues of #GreekBailout program allegedly solved in talks on second review https://t.co/o3BYvYSHN4 https://t.co/Nbyne…
857871231483346944,2017-04-28 08:16:54,0,9,False,Twitter for Android,RT @SputnikInt: #ASEANsummit: Demonizing #Duterte serves US interventionist polices https://t.co/jfXDzAvu23 https://t.co/3vcpCMLFJH
857871108317556736,2017-04-28 08:16:25,0,5,False,Twitter for Android,"RT @SputnikInt: #China regrets #propaganda poster of Russian MiGs, US combat vessels https://t.co/rDSRdpt44W https://t.co/D5pVA540F6"
857871079611789312,2017-04-28 08:16:18,0,10,False,Twitter for Android,RT @SputnikInt: US Pacific Commander: #Hawaii vulnerable to #NorthKorean nuclear missiles https://t.co/glXsoYey84 https://t.co/QCMEhlF7Uz
857871035860955136,2017-04-28 08:16:08,0,9,False,Twitter for Android,RT @SputnikInt: #NordStream2 gas pipeline shareholders aim to get 70% of financing from banks https://t.co/ZjGDt83IOX https://t.co/F6P62G1s…
857870953459720192,2017-04-28 08:15:48,0,5,False,Twitter for Android,RT @SputnikInt: US #SupremeCourt clears way for 4th #Arkansas execution in 8 days https://t.co/15YL0LixvO https://t.co/wUd4nxN1TB
857870935310905346,2017-04-28 08:15:44,0,5,False,Twitter for Android,RT @SputnikInt: Russian investment fund and #Japan’s JBIC to achieve some 10 projects in near future https://t.co/uNBqPN1JUE https://t.co/S…
857870868369874945,2017-04-28 08:15:28,0,10,False,Twitter for Android,RT @SputnikInt: Russian direct investment fund to announce major deals at #China's Silk Forum https://t.co/i6W7CDAZNv https://t.co/w8lcmUVO…
857870789869285377,2017-04-28 08:15:09,0,31,False,Twitter for Android,RT @SputnikInt: Cruise-missile carrying '#Supershark' nuclear sub to join #RussianNavy in 2018 https://t.co/uuuSaRldJm https://t.co/mvJnBaZ…
857870714736717824,2017-04-28 08:14:51,0,26,False,Twitter for Android,RT @SputnikInt: #Japanese jets to start training with USS #CarlVinson fighters on Friday https://t.co/oo1XSK3lFW https://t.co/H1gwASnLff
857870637481766912,2017-04-28 08:14:33,0,24,False,Twitter for Android,RT @SputnikInt: .@UN Security Council to hold ministerial meeting on #NorthKorea on Friday https://t.co/pP34Z6QSac https://t.co/PpGPPuKly6
